"Data","Ora","Azione","Stazione","Elett.","Minuti","Consumo"
"<nobr>23/11/2017</nobr>","<nobr>11:34:34</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>23/11/2017</nobr>","<nobr>11:28:48</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>22/11/2017</nobr>","<nobr>16:26:51</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>22/11/2017</nobr>","<nobr>16:21:19</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>21/11/2017</nobr>","<nobr>21:09:06</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>21/11/2017</nobr>","<nobr>16:13:27</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>21/11/2017</nobr>","<nobr>16:06:01</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>18/11/2017</nobr>","<nobr>05:24:15</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>18/11/2017</nobr>","<nobr>05:19:54</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>17/11/2017</nobr>","<nobr>22:55:51</nobr>","<nobr>24</nobr>","<nobr>Via Paoli</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>17/11/2017</nobr>","<nobr>22:47:00</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>17/11/2017</nobr>","<nobr>18:59:34</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>17</nobr>","<nobr>0,00</nobr>"
"<nobr>17/11/2017</nobr>","<nobr>18:42:43</nobr>","<nobr>12</nobr>","<nobr>Municipio</nobr>","","",""
"<nobr>16/11/2017</nobr>","<nobr>12:20:50</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>16/11/2017</nobr>","<nobr>12:15:39</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>15/11/2017</nobr>","<nobr>11:21:03</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>15/11/2017</nobr>","<nobr>11:15:22</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>14/11/2017</nobr>","<nobr>13:30:42</nobr>","<nobr>24</nobr>","<nobr>Via Paoli</nobr>","","<nobr>39</nobr>","<nobr>0,00</nobr>"
"<nobr>14/11/2017</nobr>","<nobr>12:51:01</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>14/11/2017</nobr>","<nobr>09:05:20</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>10</nobr>","<nobr>0,00</nobr>"
"<nobr>14/11/2017</nobr>","<nobr>08:56:02</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>14/11/2017</nobr>","<nobr>08:56:01</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>14/11/2017</nobr>","<nobr>08:55:59</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>13/11/2017</nobr>","<nobr>22:09:18</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>27</nobr>","<nobr>0,00</nobr>"
"<nobr>13/11/2017</nobr>","<nobr>21:42:56</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>13/11/2017</nobr>","<nobr>10:06:23</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>13/11/2017</nobr>","<nobr>10:00:37</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>13/11/2017</nobr>","<nobr>10:00:07</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>10/11/2017</nobr>","<nobr>21:10:03</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>10/11/2017</nobr>","<nobr>21:02:05</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>10/11/2017</nobr>","<nobr>17:03:06</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>16</nobr>","<nobr>0,00</nobr>"
"<nobr>10/11/2017</nobr>","<nobr>16:47:49</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>10/11/2017</nobr>","<nobr>09:13:41</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>09/11/2017</nobr>","<nobr>18:23:32</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>19</nobr>","<nobr>0,00</nobr>"
"<nobr>09/11/2017</nobr>","<nobr>18:04:18</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>09/11/2017</nobr>","<nobr>11:12:40</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>09/11/2017</nobr>","<nobr>11:06:34</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>08/11/2017</nobr>","<nobr>16:35:51</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>39</nobr>","<nobr>0,00</nobr>"
"<nobr>08/11/2017</nobr>","<nobr>15:56:27</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>08/11/2017</nobr>","<nobr>11:26:46</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>08/11/2017</nobr>","<nobr>11:22:57</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>08/11/2017</nobr>","<nobr>00:21:20</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>9</nobr>","<nobr>0,00</nobr>"
"<nobr>08/11/2017</nobr>","<nobr>00:12:59</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>07/11/2017</nobr>","<nobr>08:59:11</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>07/11/2017</nobr>","<nobr>08:53:22</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>26/10/2017</nobr>","<nobr>21:07:39</nobr>","<nobr>24</nobr>","<nobr>Sacco</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>26/10/2017</nobr>","<nobr>18:01:54</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>26/10/2017</nobr>","<nobr>17:53:49</nobr>","<nobr>12</nobr>","<nobr>Stazione FF.SS.</nobr>","","",""
"<nobr>26/10/2017</nobr>","<nobr>13:16:28</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>26/10/2017</nobr>","<nobr>13:11:24</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>26/10/2017</nobr>","<nobr>01:36:40</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>33</nobr>","<nobr>0,00</nobr>"
"<nobr>26/10/2017</nobr>","<nobr>01:03:15</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>26/10/2017</nobr>","<nobr>01:02:50</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>44</nobr>","<nobr>0,00</nobr>"
"<nobr>26/10/2017</nobr>","<nobr>00:18:22</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>25/10/2017</nobr>","<nobr>15:54:48</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>19</nobr>","<nobr>0,00</nobr>"
"<nobr>25/10/2017</nobr>","<nobr>15:35:30</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>25/10/2017</nobr>","<nobr>12:51:23</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>25/10/2017</nobr>","<nobr>12:46:42</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>25/10/2017</nobr>","<nobr>12:46:41</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>24/10/2017</nobr>","<nobr>23:39:06</nobr>","<nobr>24</nobr>","<nobr>Muse</nobr>","","<nobr>13</nobr>","<nobr>0,00</nobr>"
"<nobr>24/10/2017</nobr>","<nobr>23:26:52</nobr>","<nobr>12</nobr>","<nobr>Università</nobr>","","",""
"<nobr>24/10/2017</nobr>","<nobr>14:57:41</nobr>","<nobr>24</nobr>","<nobr>Università</nobr>","","<nobr>2</nobr>","<nobr>0,00</nobr>"
"<nobr>24/10/2017</nobr>","<nobr>14:55:57</nobr>","<nobr>12</nobr>","<nobr>Stazione Autocorriere</nobr>","","",""
"<nobr>24/10/2017</nobr>","<nobr>14:06:08</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>24/10/2017</nobr>","<nobr>12:26:41</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>24/10/2017</nobr>","<nobr>12:20:30</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>24/10/2017</nobr>","<nobr>08:38:55</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>24/10/2017</nobr>","<nobr>08:33:44</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>23/10/2017</nobr>","<nobr>18:23:23</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>9</nobr>","<nobr>0,00</nobr>"
"<nobr>23/10/2017</nobr>","<nobr>18:14:42</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>23/10/2017</nobr>","<nobr>17:43:53</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>19</nobr>","<nobr>0,00</nobr>"
"<nobr>23/10/2017</nobr>","<nobr>17:24:15</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>20/10/2017</nobr>","<nobr>15:44:20</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>20/10/2017</nobr>","<nobr>15:36:27</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>20/10/2017</nobr>","<nobr>10:32:56</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>20/10/2017</nobr>","<nobr>10:27:47</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>19/10/2017</nobr>","<nobr>20:47:55</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>27</nobr>","<nobr>0,00</nobr>"
"<nobr>19/10/2017</nobr>","<nobr>20:20:35</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>19/10/2017</nobr>","<nobr>12:56:07</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>19/10/2017</nobr>","<nobr>12:50:45</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>19/10/2017</nobr>","<nobr>12:50:44</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>19/10/2017</nobr>","<nobr>12:50:42</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>19/10/2017</nobr>","<nobr>12:50:41</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>19/10/2017</nobr>","<nobr>12:50:40</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>17/10/2017</nobr>","<nobr>21:11:54</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>17/10/2017</nobr>","<nobr>21:07:02</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>17/10/2017</nobr>","<nobr>13:48:17</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>17/10/2017</nobr>","<nobr>13:42:38</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>17/10/2017</nobr>","<nobr>10:25:49</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>17/10/2017</nobr>","<nobr>10:19:15</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>13/10/2017</nobr>","<nobr>17:13:40</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>13/10/2017</nobr>","<nobr>17:08:02</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>13/10/2017</nobr>","<nobr>10:44:20</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>13/10/2017</nobr>","<nobr>10:39:15</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>12/10/2017</nobr>","<nobr>19:05:17</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>12/10/2017</nobr>","<nobr>18:59:15</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>12/10/2017</nobr>","<nobr>11:01:11</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>12/10/2017</nobr>","<nobr>10:55:38</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>12/10/2017</nobr>","<nobr>10:55:37</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>11/10/2017</nobr>","<nobr>18:46:29</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>19</nobr>","<nobr>0,00</nobr>"
"<nobr>11/10/2017</nobr>","<nobr>18:27:02</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>11/10/2017</nobr>","<nobr>09:02:13</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>11/10/2017</nobr>","<nobr>08:57:46</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>10/10/2017</nobr>","<nobr>01:46:35</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>14</nobr>","<nobr>0,00</nobr>"
"<nobr>10/10/2017</nobr>","<nobr>01:32:53</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>10/10/2017</nobr>","<nobr>01:31:58</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>36</nobr>","<nobr>0,00</nobr>"
"<nobr>10/10/2017</nobr>","<nobr>00:55:39</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>09/10/2017</nobr>","<nobr>14:53:00</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>09/10/2017</nobr>","<nobr>14:48:20</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>08/10/2017</nobr>","<nobr>14:33:48</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>22</nobr>","<nobr>0,00</nobr>"
"<nobr>07/10/2017</nobr>","<nobr>03:36:05</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>42</nobr>","<nobr>0,00</nobr>"
"<nobr>07/10/2017</nobr>","<nobr>02:54:21</nobr>","<nobr>12</nobr>","<nobr>Brione</nobr>","","",""
"<nobr>07/10/2017</nobr>","<nobr>02:53:54</nobr>","<nobr>24</nobr>","<nobr>Brione</nobr>","","<nobr>10</nobr>","<nobr>0,00</nobr>"
"<nobr>07/10/2017</nobr>","<nobr>02:43:57</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>06/10/2017</nobr>","<nobr>00:36:33</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>06/10/2017</nobr>","<nobr>00:32:27</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>05/10/2017</nobr>","<nobr>23:02:17</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>05/10/2017</nobr>","<nobr>22:57:39</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>05/10/2017</nobr>","<nobr>20:57:20</nobr>","<nobr>12</nobr>","<nobr>Stazione FF.SS.</nobr>","","",""
"<nobr>05/10/2017</nobr>","<nobr>11:23:58</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>05/10/2017</nobr>","<nobr>11:18:43</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>0</nobr>","<nobr>0,00</nobr>"
"<nobr>05/10/2017</nobr>","<nobr>11:18:08</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>05/10/2017</nobr>","<nobr>03:43:24</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>05/10/2017</nobr>","<nobr>03:35:50</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>04/10/2017</nobr>","<nobr>21:23:12</nobr>","<nobr>24</nobr>","<nobr>Stazione FF.SS.</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>04/10/2017</nobr>","<nobr>21:18:14</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>04/10/2017</nobr>","<nobr>21:18:13</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>04/10/2017</nobr>","<nobr>18:21:57</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>33</nobr>","<nobr>0,00</nobr>"
"<nobr>04/10/2017</nobr>","<nobr>17:48:43</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>04/10/2017</nobr>","<nobr>12:56:00</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>04/10/2017</nobr>","<nobr>12:51:06</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>04/10/2017</nobr>","<nobr>12:51:05</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>04/10/2017</nobr>","<nobr>01:56:07</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>17</nobr>","<nobr>0,00</nobr>"
"<nobr>04/10/2017</nobr>","<nobr>01:39:57</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>04/10/2017</nobr>","<nobr>01:28:50</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>37</nobr>","<nobr>0,00</nobr>"
"<nobr>04/10/2017</nobr>","<nobr>00:51:47</nobr>","<nobr>12</nobr>","<nobr>Municipio</nobr>","","",""
"<nobr>04/10/2017</nobr>","<nobr>00:43:34</nobr>","<nobr>24</nobr>","<nobr>Municipio</nobr>","","<nobr>43</nobr>","<nobr>0,00</nobr>"
"<nobr>04/10/2017</nobr>","<nobr>00:00:53</nobr>","<nobr>12</nobr>","<nobr>Brione</nobr>","","",""
"<nobr>04/10/2017</nobr>","<nobr>00:00:41</nobr>","<nobr>24</nobr>","<nobr>Brione</nobr>","","<nobr>35</nobr>","<nobr>0,00</nobr>"
"<nobr>03/10/2017</nobr>","<nobr>23:25:32</nobr>","<nobr>12</nobr>","<nobr>Orvea</nobr>","","",""
"<nobr>03/10/2017</nobr>","<nobr>23:24:13</nobr>","<nobr>24</nobr>","<nobr>Orvea</nobr>","","<nobr>12</nobr>","<nobr>0,00</nobr>"
"<nobr>03/10/2017</nobr>","<nobr>23:12:53</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>03/10/2017</nobr>","<nobr>23:12:43</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>0</nobr>","<nobr>0,00</nobr>"
"<nobr>03/10/2017</nobr>","<nobr>23:12:08</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>7</nobr>","<nobr>0,00</nobr>"
"<nobr>03/10/2017</nobr>","<nobr>23:05:44</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>03/10/2017</nobr>","<nobr>16:55:14</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>21</nobr>","<nobr>0,00</nobr>"
"<nobr>03/10/2017</nobr>","<nobr>16:34:14</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>03/10/2017</nobr>","<nobr>12:32:25</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>10</nobr>","<nobr>0,00</nobr>"
"<nobr>03/10/2017</nobr>","<nobr>12:22:12</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>03/10/2017</nobr>","<nobr>08:28:01</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>02/10/2017</nobr>","<nobr>15:01:14</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>15</nobr>","<nobr>0,00</nobr>"
"<nobr>02/10/2017</nobr>","<nobr>14:46:16</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>02/10/2017</nobr>","<nobr>10:18:21</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>02/10/2017</nobr>","<nobr>10:12:06</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>01/10/2017</nobr>","<nobr>18:02:37</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>19</nobr>","<nobr>0,00</nobr>"
"<nobr>01/10/2017</nobr>","<nobr>17:43:21</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>01/10/2017</nobr>","<nobr>17:39:07</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>18</nobr>","<nobr>0,00</nobr>"
"<nobr>01/10/2017</nobr>","<nobr>17:21:17</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>01/10/2017</nobr>","<nobr>17:12:44</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>10</nobr>","<nobr>0,00</nobr>"
"<nobr>29/09/2017</nobr>","<nobr>19:46:25</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>29/09/2017</nobr>","<nobr>19:40:24</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>29/09/2017</nobr>","<nobr>13:32:55</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>29/09/2017</nobr>","<nobr>13:27:46</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>28/09/2017</nobr>","<nobr>21:17:56</nobr>","<nobr>24</nobr>","<nobr>Muse</nobr>","","<nobr>9</nobr>","<nobr>0,00</nobr>"
"<nobr>28/09/2017</nobr>","<nobr>21:08:23</nobr>","<nobr>12</nobr>","<nobr>Stazione Autocorriere</nobr>","","",""
"<nobr>28/09/2017</nobr>","<nobr>20:33:49</nobr>","<nobr>24</nobr>","<nobr>Stazione FF.SS.</nobr>","","<nobr>14</nobr>","<nobr>0,00</nobr>"
"<nobr>28/09/2017</nobr>","<nobr>20:19:33</nobr>","<nobr>12</nobr>","<nobr>Stazione FF.SS.</nobr>","","",""
"<nobr>28/09/2017</nobr>","<nobr>20:09:38</nobr>","<nobr>24</nobr>","<nobr>Stazione FF.SS.</nobr>","","<nobr>12</nobr>","<nobr>0,00</nobr>"
"<nobr>28/09/2017</nobr>","<nobr>19:57:52</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>28/09/2017</nobr>","<nobr>17:23:33</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>28/09/2017</nobr>","<nobr>17:18:08</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>28/09/2017</nobr>","<nobr>11:15:58</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>28/09/2017</nobr>","<nobr>11:09:34</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>28/09/2017</nobr>","<nobr>03:01:25</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>44</nobr>","<nobr>0,00</nobr>"
"<nobr>28/09/2017</nobr>","<nobr>02:17:34</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>28/09/2017</nobr>","<nobr>02:17:20</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>53</nobr>","<nobr>0,00</nobr>"
"<nobr>28/09/2017</nobr>","<nobr>01:24:29</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>27/09/2017</nobr>","<nobr>21:17:22</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>27/09/2017</nobr>","<nobr>21:09:41</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>27/09/2017</nobr>","<nobr>18:26:17</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
